26	1
96
1	63
2	57
3	58
4	39
5	40
6	62
3	17
7	56
8	55
4	5
6	54
6	39
7	73
6	63
7	55
4	62
7	54
9	57
10	55
6	54
8	51
10	55
6	55
10	59
11	47
10	51
7	51
1	54
3	55
12	56
10	51
10	57
10	55
13	61
10	65
12	51
7	57
6	55
3	32
6	51
7	63
13	32
4	46
14	32
4	56
6	55
10	51
15	32
14	43
7	61
1	55
13	57
13	17
9	55
16	52
16	55
6	55
10	22
11	42
4	43
4	59
7	76
3	61
12	13
10	56
6	55
6	74
6	55
6	53
4	49
6	65
17	77
8	46
12	53
10	63
7	55
6	57
7	61
12	59
6	53
10	51
4	55
6	55
6	46
4	62
12	55
6	55
10	55
7	59
12	55
6	55
13	55
12	59
6	55
4	64
6	87
6	55
4	59
2	53
18	38
4	56
6	23
10	49
7	59
1	56
1	53
3	56
5	88
10	55
11	63
5	53
7	69
2	63
10	55
6	56
10	60
1	56
6	35
6	55
7	2
3	53
16	51
19	59
2	49
3	61
10	63
1	38
14	32
14	30
10	40
7	55
1	63
1	52
10	63
7	59
4	51
4	55
6	61
7	55
13	39
4	55
6	48
6	55
7	56
7	53
3	51
12	94
12	54
6	51
6	55
7	56
7	8
1	52
1	53
12	61
7	65
4	55
4	55
1	37
6	57
6	55
10	55
7	49
7	55
1	55
16	49
7	59
1	57
12	29
16	62
6	55
10	13
10	72
15	32
16	85
6	62
13	41
1	55
6	57
4	55
7	37
6	94
10	52
10	54
10	6
6	59
7	58
12	55
12	55
5	55
7	55
10	62
7	42
10	79
7	56
20	53
10	55
2	51
5	65
6	57
14	15
4	47
7	53
16	70
7	55
13	35
6	51
6	49
5	37
6	61
4	42
7	51
10	55
7	49
1	51
7	53
4	55
7	16
16	56
10	53
7	55
6	59
10	38
4	55
8	55
20	53
6	54
20	59
7	37
7	10
7	57
3	71
6	37
10	55
10	50
4	49
1	55
21	54
1	51
7	7
13	45
7	33
7	51
10	64
10	55
12	39
4	55
7	50
3	53
2	61
22	56
10	61
1	63
10	62
7	53
4	9
3	19
6	53
7	56
7	53
10	55
7	59
16	55
1	63
6	51
16	56
20	58
6	55
4	57
1	53
20	55
10	55
16	29
6	56
10	55
7	58
13	55
23	61
6	35
10	55
6	55
10	64
4	7
17	53
6	55
4	62
12	55
3	55
6	55
14	42
12	55
6	51
12	16
12	54
13	6
4	55
6	57
7	54
7	53
7	51
7	55
13	53
12	53
4	49
3	89
6	63
6	45
6	55
7	59
6	55
8	43
1	59
7	53
12	52
4	63
14	29
7	43
4	59
6	62
7	55
6	53
10	35
12	60
7	59
7	63
4	30
3	63
16	62
6	63
11	55
10	57
21	39
15	15
7	63
6	53
10	38
10	50
10	55
4	55
3	21
7	53
4	51
4	41
5	32
7	56
1	39
6	29
12	54
6	57
7	56
13	43
2	39
10	51
7	57
7	55
3	62
16	55
4	59
4	55
13	54
7	58
16	59
6	45
12	61
6	55
10	54
7	55
4	62
1	51
16	62
7	6
4	75
13	30
12	63
10	63
6	57
6	57
7	61
6	63
12	49
10	57
6	53
1	55
13	11
6	57
10	63
6	8
4	54
15	48
15	30
15	30
5	38
4	55
10	55
7	54
8	47
6	39
15	45
6	55
10	12
6	39
7	63
7	59
6	55
12	55
6	57
3	87
1	63
10	51
21	55
4	53
6	58
7	4
12	54
8	55
1	59
7	59
10	66
10	57
12	56
10	48
24	40
13	53
